Chromosome	Start	End	NA	Strand
SIK1	chr21	43414483	43427131	NA	-
HSF2BP	chr21	43529186	43659488	NA	-
RRP1B	chr21	43659560	43696079	NA	+
PDXK	chr21	43719094	43762307	NA	+
CSTB	chr21	43772511	43776330	NA	-
RRP1	chr21	43789513	43805293	NA	+
AGPAT3	chr21	43865223	43987592	NA	+
TRAPPC10	chr21	44012309	44106552	NA	+
PWP2	chr21	44107373	44131181	NA	+
PFKL	chr21	44300051	44327376	NA	+
TRPM2	chr21	44350163	44443081	NA	+
LRRC3	chr21	44455510	44462196	NA	+
UBE2G2	chr21	44768580	44801826	NA	-
SUMO3	chr21	44805617	44818779	NA	-
PTTG1IP	chr21	44849585	44873903	NA	-
FAM207A	chr21	44940012	44976989	NA	+
ADARB1	chr21	45073853	45226560	NA	+
POFUT2	chr21	45263928	45287898	NA	-
COL18A1	chr21	45405165	45513720	NA	+
SLC19A1	chr21	45493572	45573365	NA	-
PCBP3	chr21	45643694	45942454	NA	+
COL6A1	chr21	45981770	46005050	NA	+
COL6A2	chr21	46098112	46132848	NA	+
LSS	chr21	46188141	46228824	NA	-
MCM3AP	chr21	46235133	46286297	NA	-
YBEY	chr21	46286342	46297751	NA	+
C21orf58	chr21	46300181	46323875	NA	-
PCNT	chr21	46324141	46445769	NA	+
DIP2A	chr21	46458891	46570015	NA	+
PRMT2	chr21	46635595	46665124	NA	+
IL17RA	chr22	17084954	17115694	NA	+
HDHD5	chr22	17137511	17165287	NA	-
CECR2	chr22	17359949	17558151	NA	+
ATP6V1E1	chr22	17592136	17628749	NA	-
BCL2L13	chr22	17628855	17730855	NA	+
BID	chr22	17734138	17774770	NA	-
MICAL3	chr22	17787649	18024561	NA	-
PEX26	chr22	18077923	18105396	NA	+
TUBA8	chr22	18110100	18146683	NA	+
USP18	chr22	18150170	18177397	NA	+
DGCR2	chr22	19036282	19122454	NA	-
ESS2	chr22	19130279	19144684	NA	-
TSSK2	chr22	19131308	19132622	NA	+
SLC25A1	chr22	19175581	19178739	NA	-
CLTCL1	chr22	19179473	19291719	NA	-
HIRA	chr22	19330698	19447450	NA	-
C22orf39	chr22	19351368	19447711	NA	-
MRPL40	chr22	19432545	19436075	NA	+
UFD1	chr22	19449911	19479202	NA	-
CDC45	chr22	19479457	19520612	NA	+
GP1BB	chr22	19723539	19724771	NA	+
TBX1	chr22	19756703	19783593	NA	+
GNB1L	chr22	19783223	19854939	NA	-
RTL10	chr22	19846138	19854896	NA	-
TXNRD2	chr22	19875517	19941820	NA	-
COMT	chr22	19941371	19969975	NA	+
ARVCF	chr22	19969896	20016823	NA	-
TANGO2	chr22	20017014	20067164	NA	+
DGCR8	chr22	20080232	20111877	NA	+
TRMT2A	chr22	20111875	20117392	NA	-
RANBP1	chr22	20115938	20127355	NA	+
ZDHHC8	chr22	20129456	20148007	NA	+
RTN4R	chr22	20241415	20283246	NA	-
DGCR6L	chr22	20314238	20320080	NA	-
ZNF74	chr22	20394115	20408461	NA	+
SCARF2	chr22	20424584	20437826	NA	-
KLHL22	chr22	20441519	20495844	NA	-
MED15	chr22	20495913	20587632	NA	+
PI4KA	chr22	20707691	20859417	NA	-
SNAP29	chr22	20859007	20891214	NA	+
CRKL	chr22	20917407	20953747	NA	+
AIFM3	chr22	20965108	20981360	NA	+
LZTR1	chr22	20982269	20999032	NA	+
THAP7	chr22	20999104	21002196	NA	-
HIC2	chr22	21417371	21451463	NA	+
UBE2L3	chr22	21549447	21624034	NA	+
YDJC	chr22	21628089	21630064	NA	-
CCDC116	chr22	21632716	21637329	NA	+
SDF2L1	chr22	21642302	21644299	NA	+
PPIL2	chr22	21666000	21700015	NA	+
YPEL1	chr22	21697536	21735794	NA	-
MAPK1	chr22	21759657	21867680	NA	-
PPM1F	chr22	21919425	21952848	NA	-
TOP3B	chr22	21957025	21982813	NA	-
ZNF280B	chr22	22484421	22508742	NA	-
ZNF280A	chr22	22513736	22520270	NA	-
PRAME	chr22	22547701	22559361	NA	-
RSPH14	chr22	23059415	23145021	NA	-
GNAZ	chr22	23070519	23125032	NA	+
RAB36	chr22	23145366	23165663	NA	+
BCR	chr22	23179704	23318037	NA	+
RGL4	chr22	23688136	23699176	NA	+
ZNF70	chr22	23738682	23751112	NA	-
VPREB3	chr22	23752743	23754425	NA	-
C22orf15	chr22	23762990	23765863	NA	+
CHCHD10	chr22	23765834	23767972	NA	-
MMP11	chr22	23768226	23784316	NA	+
SMARCB1	chr22	23786931	23838009	NA	+
SLC2A11	chr22	23856703	23886309	NA	+
MIF	chr22	23894383	23895227	NA	+
GSTT2B	chr22	23957414	23961195	NA	-
DDTL	chr22	23966888	23972556	NA	+
DDT	chr22	23971365	23979828	NA	-
CABIN1	chr22	24011192	24178628	NA	+
SUSD2	chr22	24181487	24189106	NA	+
SPECC1L	chr22	24270817	24417739	NA	+
SPECC1L-ADORA2A	chr22	24270898	24442356	NA	+
ADORA2A	chr22	24417879	24442357	NA	+
GUCD1	chr22	24540423	24555935	NA	-
SNRPD3	chr22	24555958	24582052	NA	+
LRRC75B	chr22	24585620	24593208	NA	-
GGT1	chr22	24594811	24629005	NA	+
SGSM1	chr22	24806169	24927578	NA	+
KIAA1671	chr22	24952716	25197448	NA	+
GRK3	chr22	25564675	25729294	NA	+
ASPHD2	chr22	26429260	26445015	NA	+
HPS4	chr22	26443423	26483837	NA	-
SRRD	chr22	26483877	26494658	NA	+
TFIP11	chr22	26491225	26512505	NA	-
TPST2	chr22	26521996	26596717	NA	-
MN1	chr22	27748277	27801756	NA	-
PITPNB	chr22	27851669	27920134	NA	-
CHEK2	chr22	28687743	28742422	NA	-
HSCB	chr22	28742039	28757515	NA	+
CCDC117	chr22	28772674	28789301	NA	+
XBP1	chr22	28794555	28800597	NA	-
ZNRF3	chr22	28883572	29057488	NA	+
KREMEN1	chr22	29073035	29168333	NA	+
EMID1	chr22	29205896	29259597	NA	+
RHBDD3	chr22	29259872	29268209	NA	-
EWSR1	chr22	29268009	29300525	NA	+
GAS2L1	chr22	29306582	29312785	NA	+
AP1B1	chr22	29327680	29388583	NA	-
THOC5	chr22	29505879	29555216	NA	-
NIPSNAP1	chr22	29554808	29581327	NA	-
NF2	chr22	29603556	29698598	NA	+
CABP7	chr22	29720003	29731833	NA	+
ZMAT5	chr22	29730956	29767011	NA	-
UQCR10	chr22	29767369	29770413	NA	+
ASCC2	chr22	29788609	29838304	NA	-
MTMR3	chr22	29883169	30030868	NA	+
LIF	chr22	30240453	30246759	NA	-
CASTOR1	chr22	30285117	30289622	NA	-
TBC1D10A	chr22	30291990	30326947	NA	-
SF3A1	chr22	30331988	30356919	NA	-
CCDC157	chr22	30356635	30378673	NA	+
RNF215	chr22	30368811	30421771	NA	-
SEC14L2	chr22	30396941	30425303	NA	+
MTFP1	chr22	30425623	30429054	NA	+
SEC14L4	chr22	30488902	30505711	NA	-
PES1	chr22	30576625	30607083	NA	-
TCN2	chr22	30607003	30627271	NA	+
SLC35E4	chr22	30635781	30669016	NA	+
DUSP18	chr22	30652051	30667887	NA	-
OSBP2	chr22	30693782	30907824	NA	+
MORC2	chr22	30925130	30968774	NA	-
TUG1	chr22	30969245	30979395	NA	+
SMTN	chr22	31064105	31104757	NA	+
SELENOM	chr22	31104772	31120069	NA	-
INPP5J	chr22	31122731	31134697	NA	+
RNF185	chr22	31160182	31207019	NA	+
LIMK2	chr22	31212239	31280080	NA	+
PIK3IP1	chr22	31281594	31292534	NA	-
PATZ1	chr22	31325804	31346346	NA	-
DRG1	chr22	31399604	31530634	NA	+
EIF4ENIF1	chr22	31436977	31496108	NA	-
SFI1	chr22	31488688	31618588	NA	+
PISD	chr22	31618491	31662432	NA	-
PRR14L	chr22	31676256	31750140	NA	-
DEPDC5	chr22	31753867	31908033	NA	+
YWHAH	chr22	31944522	31957603	NA	+
RFPL2	chr22	32190435	32205001	NA	-
SLC5A4	chr22	32218464	32255347	NA	-
RTCB	chr22	32387582	32412248	NA	-
FBXO7	chr22	32474676	32498829	NA	+
TIMP3	chr22	32801705	32863041	NA	+
LARGE1	chr22	33162226	33922841	NA	-
HMGXB4	chr22	35257452	35295807	NA	+
TOM1	chr22	35299275	35347992	NA	+
HMOX1	chr22	35380361	35394214	NA	+
MCM5	chr22	35400134	35425431	NA	+
RASD2	chr22	35540831	35553999	NA	+
APOL6	chr22	35648446	35668404	NA	+
RBFOX2	chr22	35738736	36028824	NA	-
APOL2	chr22	36226209	36239954	NA	-
MYH9	chr22	36281280	36387967	NA	-
TXN2	chr22	36467046	36481640	NA	-
FOXRED2	chr22	36487190	36507043	NA	-
EIF3D	chr22	36510855	36529184	NA	-
IFT27	chr22	36758202	36776256	NA	-
TST	chr22	37010859	37020183	NA	-
MPST	chr22	37019635	37029821	NA	+
KCTD17	chr22	37051736	37063390	NA	+
C1QTNF6	chr22	37180166	37199385	NA	-
RAC2	chr22	37225270	37244448	NA	-
CYTH4	chr22	37282027	37315341	NA	+
ELFN2	chr22	37367960	37427479	NA	-
MFNG	chr22	37469063	37486393	NA	-
CARD10	chr22	37490362	37519542	NA	-
CDC42EP1	chr22	37560480	37569405	NA	+
LGALS2	chr22	37570248	37582616	NA	-
GGA1	chr22	37608725	37633564	NA	+
SH3BP1	chr22	37634654	37656117	NA	+
PDXP	chr22	37658723	37666932	NA	+
LGALS1	chr22	37675636	37679802	NA	+
NOL12	chr22	37681673	37693476	NA	+
TRIOBP	chr22	37697048	37776556	NA	+
GCAT	chr22	37807905	37817176	NA	+
ANKRD54	chr22	37830855	37849327	NA	-
EIF3L	chr22	37848868	37889407	NA	+
MICALL1	chr22	37905657	37942822	NA	+
C22orf23	chr22	37943050	37953669	NA	-
POLR2F	chr22	37952607	38041915	NA	+
PICK1	chr22	38056311	38075701	NA	+
SLC16A8	chr22	38078134	38084093	NA	-
BAIAP2L2	chr22	38084652	38111015	NA	-
PLA2G6	chr22	38111495	38214778	NA	-
MAFF	chr22	38200767	38216507	NA	+
TMEM184B	chr22	38219291	38273010	NA	-
CSNK1E	chr22	38290691	38318084	NA	-
KDELR3	chr22	38468078	38483447	NA	+
DDX17	chr22	38483438	38507660	NA	-
FAM227A	chr22	38578118	38656629	NA	-
CBY1	chr22	38656636	38673854	NA	+
TOMM22	chr22	38681957	38685421	NA	+
JOSD1	chr22	38685543	38701556	NA	-
GTPBP1	chr22	38705742	38738299	NA	+
SUN2	chr22	38734725	38794143	NA	-
DNAL4	chr22	38778508	38794198	NA	-
NPTXR	chr22	38818452	38844028	NA	-
CBX6	chr22	38861422	38872249	NA	-
APOBEC3A	chr22	38952741	38992778	NA	+
APOBEC3B	chr22	38982347	38992804	NA	+
APOBEC3C	chr22	39014257	39020352	NA	+
APOBEC3D	chr22	39021113	39033277	NA	+
APOBEC3F	chr22	39040604	39055972	NA	+
APOBEC3G	chr22	39077067	39087743	NA	+
APOBEC3H	chr22	39097224	39104067	NA	+
CBX7	chr22	39120167	39152680	NA	-
PDGFB	chr22	39223359	39244982	NA	-
RPL3	chr22	39312882	39320389	NA	-
SYNGR1	chr22	39349925	39385575	NA	+
TAB1	chr22	39399778	39437060	NA	+
MIEF1	chr22	39499432	39518132	NA	+
ATF4	chr22	39519695	39522683	NA	+
RPS19BP1	chr22	39529093	39532761	NA	-
FAM83F	chr22	39994954	40043534	NA	+
TNRC6B	chr22	40044817	40335808	NA	+
ADSL	chr22	40346461	40390463	NA	+
SGSM3	chr22	40370591	40410289	NA	+
SLC25A17	chr22	40769630	40819399	NA	-
ST13	chr22	40824535	40856639	NA	-
XPNPEP3	chr22	40857077	40932815	NA	+
DNAJB7	chr22	40859549	40862113	NA	-
RBX1	chr22	40951347	40973309	NA	+
EP300	chr22	41092592	41180077	NA	+
L3MBTL2	chr22	41205282	41231271	NA	+
CHADL	chr22	41229510	41240931	NA	-
RANGAP1	chr22	41244779	41286187	NA	-
ZC3H7B	chr22	41301525	41360147	NA	+
TEF	chr22	41367333	41399326	NA	+
TOB2	chr22	41433494	41446801	NA	-
ACO2	chr22	41447830	41529273	NA	+
PHF5A	chr22	41459717	41468692	NA	-
POLR3H	chr22	41525799	41544606	NA	-
CSDC2	chr22	41561010	41577741	NA	+
PMM1	chr22	41576900	41589871	NA	-
DESI1	chr22	41598028	41621043	NA	-
XRCC6	chr22	41621163	41664048	NA	+
SNU13	chr22	41673933	41690504	NA	-
CCDC134	chr22	41800679	41832164	NA	+
SREBF2	chr22	41833079	41907307	NA	+
SHISA8	chr22	41909543	41915074	NA	-
TNFRSF13C	chr22	41922032	41926806	NA	-
CENPM	chr22	41938737	41947152	NA	-
LINC00634	chr22	41952174	41958933	NA	+
WBP2NL	chr22	41998725	42058456	NA	+
NAGA	chr22	42058334	42070842	NA	-
SMDT1	chr22	42079691	42084284	NA	+
NDUFA6	chr22	42085526	42090884	NA	-
TCF20	chr22	42160013	42343616	NA	-
RRP7A	chr22	42508344	42519796	NA	-
SERHL2	chr22	42553617	42574382	NA	+
POLDIP3	chr22	42583721	42614962	NA	-
CYB5R3	chr22	42617840	42649392	NA	-
A4GALT	chr22	42692121	42721298	NA	-
ARFGAP3	chr22	42796502	42858106	NA	-
PACSIN2	chr22	42835412	43015149	NA	-
TTLL1	chr22	43039516	43089419	NA	-
BIK	chr22	43110750	43129712	NA	+
MCAT	chr22	43132209	43143398	NA	-
TSPO	chr22	43151547	43163242	NA	+
TTLL12	chr22	43166622	43187134	NA	-
SCUBE1	chr22	43197280	43343372	NA	-
SULT4A1	chr22	43824509	43862513	NA	-
PNPLA5	chr22	43879678	43892013	NA	-
PNPLA3	chr22	43923792	43964488	NA	+
SAMM50	chr22	43955442	44010531	NA	+
PARVB	chr22	43999211	44172939	NA	+
RTL6	chr22	44492583	44498233	NA	-
PRR5	chr22	44668547	44737681	NA	+
PRR5-ARHGAP8	chr22	44702233	44862706	NA	+
ARHGAP8	chr22	44752558	44862788	NA	+
NUP50	chr22	45163925	45188017	NA	+
KIAA0930	chr22	45192244	45240894	NA	-
FAM118A	chr22	45308968	45341955	NA	+
RIBC2	chr22	45413693	45432509	NA	+
FBLN1	chr22	45502238	45601135	NA	+
ATXN10	chr22	45671798	45845307	NA	+
WNT7B	chr22	45920366	45977162	NA	-
PPARA	chr22	46150521	46243756	NA	+
CDPF1	chr22	46244011	46250311	NA	-
PKDREJ	chr22	46255663	46263343	NA	-
TTC38	chr22	46267961	46294008	NA	+
GTSE1	chr22	46296870	46330810	NA	+
TRMU	chr22	46330875	46357340	NA	+
CELSR1	chr22	46360834	46537620	NA	-
GRAMD4	chr22	46576012	46679790	NA	+
CERK	chr22	46684410	46738252	NA	-
TBC1D22A	chr22	46762617	47175699	NA	+
BRD1	chr22	49773283	49827512	NA	-
ZBED4	chr22	49853844	49890080	NA	+
ALG12	chr22	49900229	49918438	NA	-
CRELD2	chr22	49918167	49927540	NA	+
PIM3	chr22	49960768	49964072	NA	+
PANX2	chr22	50170731	50180295	NA	+
TRABD	chr22	50185913	50199598	NA	+
SELENOO	chr22	50200979	50217616	NA	+
TUBGCP6	chr22	50217689	50245023	NA	-
HDAC10	chr22	50245183	50251405	NA	-
MAPK12	chr22	50245450	50261716	NA	-
MAPK11	chr22	50263713	50270767	NA	-
PLXNB2	chr22	50274979	50307646	NA	-
DENND6B	chr22	50309030	50327012	NA	-
PPP6R2	chr22	50343304	50445090	NA	+
SBF1	chr22	50445000	50475035	NA	-
ADM2	chr22	50481543	50486440	NA	+
LMF2	chr22	50502949	50507702	NA	-
NCAPH2	chr22	50508224	50524780	NA	+
SCO2	chr22	50523568	50526461	NA	-
TYMP	chr22	50525752	50530032	NA	-
ODF3B	chr22	50529710	50532506	NA	-
CPT1B	chr22	50568861	50578465	NA	-
CHKB-CPT1B	chr22	50568869	50582965	NA	-
CHKB	chr22	50578959	50601455	NA	-
MAPK8IP2	chr22	50600793	50613981	NA	+
ARSA	chr22	50622754	50628173	NA	-
SHANK3	chr22	50674415	50733298	NA	+
RABL2B	chr22	50767501	50783662	NA	-
PLCXD1	chrX	276322	303356	NA	+
GTPBP6	chrX	304529	318819	NA	-
PPP2R3B	chrX	333933	386955	NA	-
CSF2RA	chrX	1268800	1310381	NA	+
SLC25A6	chrX	1386152	1392113	NA	-
ASMTL	chrX	1403139	1453762	NA	-
AKAP17A	chrX	1591604	1602520	NA	+
DHRSX	chrX	2219506	2502805	NA	-
ZBED1	chrX	2486414	2500976	NA	-
CD99	chrX	2691187	2741309	NA	+
ARSD	chrX	2903972	2929349	NA	-
PRKX	chrX	3604340	3713649	NA	-
PUDP	chrX	6667865	7148158	NA	-
STS	chrX	7147237	7804358	NA	+
PNPLA4	chrX	7898247	7927739	NA	-
TBL1X	chrX	9463320	9741037	NA	+
GPR143	chrX	9725346	9786297	NA	-
SHROOM2	chrX	9786429	9949443	NA	+
WWC3	chrX	10015254	10144474	NA	+
CLCN4	chrX	10156975	10237660	NA	+
MID1	chrX	10445310	10833654	NA	-
HCCS	chrX	11111301	11123086	NA	+
MSL3	chrX	11758159	11775772	NA	+
PRPS2	chrX	12791355	12824222	NA	+
TMSB4X	chrX	12975110	12977227	NA	+
TCEANC	chrX	13653189	13681964	NA	+
RAB9A	chrX	13689128	13710504	NA	+
TRAPPC2	chrX	13712244	13734635	NA	-
OFD1	chrX	13734743	13777955	NA	+
GPM6B	chrX	13770939	13938638	NA	-
GEMIN8	chrX	14006726	14029893	NA	-
FANCB	chrX	14835961	14873069	NA	-
MOSPD2	chrX	14873421	14922327	NA	+
ASB9	chrX	15235288	15270467	NA	-
PIGA	chrX	15319452	15335554	NA	-
PIR	chrX	15384799	15493564	NA	-
CLTRN	chrX	15627318	15675012	NA	-
CA5B	chrX	15688830	15788411	NA	+
ZRSR2	chrX	15790472	15823260	NA	+
AP1S2	chrX	15825806	15854931	NA	-
GRPR	chrX	16123565	16153518	NA	+
MAGEB17	chrX	16167481	16171464	NA	+
CTPS2	chrX	16587999	16712936	NA	-
SYAP1	chrX	16719612	16765340	NA	+
TXLNG	chrX	16786432	16844519	NA	+
RBBP7	chrX	16839283	16870362	NA	-
REPS2	chrX	16946658	17153272	NA	+
NHS	chrX	17375200	17735994	NA	+
SCML1	chrX	17737449	17754988	NA	+
SCML2	chrX	18239313	18354688	NA	-
CDKL5	chrX	18425583	18653629	NA	+
PHKA2	chrX	18892298	18984114	NA	-
PDHA1	chrX	19343893	19361718	NA	+
MAP3K15	chrX	19360056	19515508	NA	-
SH3KBP1	chrX	19533977	19887600	NA	-
BCLAF3	chrX	19912860	19970298	NA	-
EIF1AX	chrX	20124525	20141838	NA	-
RPS6KA3	chrX	20149911	20267519	NA	-
MBTPS2	chrX	21839617	21885423	NA	+
YY2	chrX	21855987	21858740	NA	+
SMS	chrX	21940709	21994837	NA	+
PHEX	chrX	22032325	22494713	NA	+
PRDX4	chrX	23664262	23686397	NA	+
ACOT9	chrX	23701055	23766475	NA	-
SAT1	chrX	23783173	23786210	NA	+
APOO	chrX	23833353	23907938	NA	-
CXorf58	chrX	23908006	23939509	NA	+
KLHL15	chrX	23983720	24027186	NA	-
EIF2S3	chrX	24054946	24078810	NA	+
ZFX	chrX	24149173	24216255	NA	+
PDK3	chrX	24465270	24550466	NA	+
POLA1	chrX	24693873	24996986	NA	+
IL1RAPL1	chrX	28587446	29956718	NA	+
MAGEB2	chrX	30215563	30220089	NA	+
GK	chrX	30653359	30731462	NA	+
TAB3	chrX	30827442	30975084	NA	-
PRRG1	chrX	37349309	37457292	NA	+
LANCL3	chrX	37571569	37684463	NA	+
XK	chrX	37685791	37732130	NA	+
CYBB	chrX	37780059	37813461	NA	+
DYNLT3	chrX	37836757	37847571	NA	-
SYTL5	chrX	38006553	38128819	NA	+
SRPX	chrX	38149336	38220924	NA	-
RPGR	chrX	38269163	38327544	NA	-
TSPAN7	chrX	38561542	38688920	NA	+
MID1IP1	chrX	38801432	38806537	NA	+
BCOR	chrX	40049815	40177329	NA	-
ATP6AP2	chrX	40579372	40606848	NA	+
CXorf38	chrX	40626921	40647561	NA	-
MED14	chrX	40648305	40735858	NA	-
USP9X	chrX	41085445	41236579	NA	+
DDX3X	chrX	41333348	41364472	NA	+
CASK	chrX	41514934	41923554	NA	-
MAOA	chrX	43654907	43746824	NA	+
MAOB	chrX	43766610	43882450	NA	-
FUNDC1	chrX	44523639	44542859	NA	-
KDM6A	chrX	44873188	45112779	NA	+
KRBOX4	chrX	46447292	46497422	NA	+
ZNF674	chrX	46497725	46545457	NA	-
CHST7	chrX	46573765	46598496	NA	+
SLC9A7	chrX	46599251	46759118	NA	-
RP2	chrX	46837043	46882358	NA	+
JADE3	chrX	46912276	47061242	NA	+
NDUFB11	chrX	47142216	47145038	NA	-
RBM10	chrX	47145221	47186813	NA	+
UBA1	chrX	47190861	47215128	NA	+
CDK16	chrX	47217860	47229997	NA	+
USP11	chrX	47232866	47248328	NA	+
ZNF41	chrX	47445178	47483222	NA	-
ARAF	chrX	47561205	47571908	NA	+
SYN1	chrX	47571901	47619857	NA	-
TIMP1	chrX	47582408	47586789	NA	+
ELK1	chrX	47635521	47650604	NA	-
UXT	chrX	47651796	47659180	NA	-
ZNF81	chrX	47836902	48002561	NA	+
ZNF182	chrX	47974851	48003989	NA	-
ZNF630	chrX	47983356	48071658	NA	-
SLC38A5	chrX	48458537	48470260	NA	-
FTSJ1	chrX	48476021	48486364	NA	+
PORCN	chrX	48508959	48520814	NA	+
EBP	chrX	48521799	48528716	NA	+
TBC1D25	chrX	48539714	48562609	NA	+
RBM3	chrX	48574449	48581162	NA	+
WDR13	chrX	48590042	48608869	NA	+
SUV39H1	chrX	48695554	48709016	NA	+
HDAC6	chrX	48801377	48824982	NA	+
PQBP1	chrX	48890197	48903143	NA	+
TIMM17B	chrX	48893447	48898143	NA	-
SLC35A2	chrX	48903180	48911958	NA	-
PIM2	chrX	48913182	48919024	NA	-
OTUD5	chrX	48922024	48958386	NA	-
KCND1	chrX	48961378	48971844	NA	-
GRIPAP1	chrX	48973720	49002264	NA	-
TFE3	chrX	49028726	49043410	NA	-
CCDC120	chrX	49053572	49069857	NA	+
PRAF2	chrX	49071161	49074002	NA	-
WDR45	chrX	49074433	49101170	NA	-
GPKOW	chrX	49113407	49123735	NA	-
MAGIX	chrX	49162564	49168483	NA	+
PLP2	chrX	49171898	49175235	NA	+
PRICKLE3	chrX	49174802	49186528	NA	-
SYP	chrX	49187815	49200199	NA	-
CCDC22	chrX	49235470	49250520	NA	+
FOXP3	chrX	49250438	49270477	NA	-
PPP1R3F	chrX	49269793	49301461	NA	+
USP27X	chrX	49879484	49882558	NA	+
CLCN5	chrX	49922596	50099235	NA	+
CCNB3	chrX	50202713	50351914	NA	+
MAGED1	chrX	51803007	51902354	NA	+
GPR173	chrX	53048789	53080615	NA	+
TSPYL2	chrX	53082367	53088540	NA	+
KANTR	chrX	53094145	53170914	NA	+
KDM5C	chrX	53191321	53225422	NA	-
IQSEC2	chrX	53225828	53321350	NA	-
SMC1A	chrX	53374149	53422728	NA	-
RIBC1	chrX	53422690	53431120	NA	+
HSD17B10	chrX	53431258	53434370	NA	-
HUWE1	chrX	53532096	53686728	NA	-
PHF8	chrX	53936676	54048958	NA	-
FAM120C	chrX	54068324	54183281	NA	-
TSR2	chrX	54440404	54448032	NA	+
FGD1	chrX	54445454	54496234	NA	-
GNL3L	chrX	54530183	54621521	NA	+
MAGED2	chrX	54807599	54816015	NA	+
PFKFB1	chrX	54932961	54998534	NA	-
APEX2	chrX	55000363	55009057	NA	+
FAM104B	chrX	55143102	55161310	NA	-
RRAGB	chrX	55717749	55758774	NA	+
KLF8	chrX	56232356	56291531	NA	+
UBQLN2	chrX	56563627	56567868	NA	+
NBDY	chrX	56729241	56819179	NA	+
SPIN3	chrX	56818298	56995827	NA	-
SPIN2B	chrX	57118551	57121548	NA	-
FAAH2	chrX	57286706	57489193	NA	+
ZXDB	chrX	57592011	57597477	NA	+
ZXDA	chrX	57905430	57910458	NA	-
SPIN4	chrX	63347228	63351332	NA	-
ARHGEF9	chrX	63634967	63809274	NA	-
AMER1	chrX	64185117	64205708	NA	-
MTMR8	chrX	64268081	64395452	NA	-
ZC4H2	chrX	64915802	65034713	NA	-
ZC3H12B	chrX	65366638	65507887	NA	+
LAS1L	chrX	65438549	65534810	NA	-
MSN	chrX	65588377	65741931	NA	+
OPHN1	chrX	67949349	68433913	NA	-
YIPF6	chrX	68498562	68537282	NA	+
STARD8	chrX	68647666	68725842	NA	+
EFNB1	chrX	68829021	68842160	NA	+
PJA1	chrX	69160851	69165521	NA	-
FAM155B	chrX	69504326	69532508	NA	+
EDA	chrX	69616067	70039472	NA	+
IGBP1	chrX	70133447	70166324	NA	+
RAB41	chrX	70282093	70285002	NA	+
PDZD11	chrX	70286595	70290514	NA	-
KIF4A	chrX	70290104	70420886	NA	+
DLG3	chrX	70444835	70505490	NA	+
SNX12	chrX	71056332	71073426	NA	-
FOXO4	chrX	71095851	71103532	NA	+
MED12	chrX	71118556	71142454	NA	+
NLGN3	chrX	71144831	71171201	NA	+
ZMYM3	chrX	71239624	71255146	NA	-
NONO	chrX	71254814	71301522	NA	+
ITGB1BP2	chrX	71301750	71305371	NA	+
TAF1	chrX	71366222	71532374	NA	+
OGT	chrX	71533104	71575892	NA	+
GCNA	chrX	71578437	71613583	NA	+
RTL5	chrX	72127110	72131901	NA	-
PIN4	chrX	72181353	72302926	NA	+
ERCC6L	chrX	72204657	72239027	NA	-
RPS4X	chrX	72255679	72277248	NA	-
CITED1	chrX	72301638	72307187	NA	-
HDAC8	chrX	72329516	72573101	NA	-
PHKA1	chrX	72578814	72714319	NA	-
RLIM	chrX	74582976	74614624	NA	-
ABCB7	chrX	75051048	75156732	NA	-
UPRT	chrX	75156388	75304885	NA	+
PBDC1	chrX	76173040	76178314	NA	+
MAGEE1	chrX	76427710	76431342	NA	+
ATRX	chrX	77504880	77786233	NA	-
MAGT1	chrX	77825747	77895593	NA	-
COX7B	chrX	77899440	77907376	NA	+
ATP7A	chrX	77910656	78050395	NA	+
PGK1	chrX	77910739	78129295	NA	+
PGAM4	chrX	77967949	77969638	NA	-
TAF9B	chrX	78129748	78139650	NA	-
BRWD3	chrX	80669503	80809877	NA	-
HMGN5	chrX	81113699	81201913	NA	-
SH3BGRL	chrX	81202102	81298547	NA	+
APOOL	chrX	85003877	85093316	NA	+
SATL1	chrX	85092284	85243911	NA	-
ZNF711	chrX	85243991	85273362	NA	+
CHM	chrX	85861180	86047561	NA	-
DIAPH2	chrX	96684663	97604997	NA	+
PCDH19	chrX	100291644	100410273	NA	-
TSPAN6	chrX	100627108	100639991	NA	-
SRPX2	chrX	100644195	100675788	NA	+
SYTL4	chrX	100674491	100732123	NA	-
CSTF2	chrX	100820359	100841520	NA	+
NOX1	chrX	100843324	100874359	NA	-
ARL13A	chrX	100969708	100990831	NA	+
TRMT2B	chrX	101009346	101052116	NA	-
CENPI	chrX	101098188	101166126	NA	+
TIMM8A	chrX	101345661	101348742	NA	-
RPL36A	chrX	101390824	101396155	NA	+
RPL36A-HNRNPH2	chrX	101391011	101412297	NA	+
GLA	chrX	101393273	101408012	NA	-
HNRNPH2	chrX	101408222	101414133	NA	+
ARMCX6	chrX	101615118	101618001	NA	-
ARMCX3	chrX	101622797	101627843	NA	+
TMSB15A	chrX	102513682	102516739	NA	-
ARMCX5	chrX	102599168	102604159	NA	+
GPRASP1	chrX	102651092	102659083	NA	+
GPRASP2	chrX	102712445	102717733	NA	+
ARMCX5-GPRASP2	chrX	102712495	102753530	NA	+
BHLHB9	chrX	102720688	102753540	NA	+
TCEAL8	chrX	103252995	103255192	NA	-
BEX2	chrX	103309346	103311007	NA	-
TCEAL9	chrX	103356489	103358462	NA	+
BEX3	chrX	103376395	103378164	NA	+
RAB40A	chrX	103499130	103519489	NA	-
